"url","title","projects","enrollments","Level","duration","instructor","Related Skills","rating"
https://www.skillshare.com/en/classes/Advanced-Techniques-in-Adobe-Illustrator-5-Hidden-Gems-to-Speed-Up-Your-Digital-Design/721944760,Advanced Techniques in Adobe Illustrator: 5 Hidden Gems to Speed Up Your Digital Design,3,1186,Intermediate level,"8 Lessons (52m)","Esther Nariyoshi, US-based Illustrator","Illustration,Digital Illustration,Adobe Illustrator,Graphic Design,Productivity,Creative,Digital Design",4.7
https://www.skillshare.com/en/classes/Advanced-Techniques-in-Adobe-Illustrator-Adding-Texture-in-Graphic-Design/783370213,Advanced Techniques in Adobe Illustrator: Adding Texture in Graphic Design,16,3726,Intermediate level,"7 Lessons (50m)","Sophia Yeshi, Graphic Designer and Illustrator","Typography,Adobe Illustrator,Pattern Design,Graphic Design,Creative,Textures,Design Patterns",4.09
https://www.skillshare.com/en/classes/Advanced-Techniques-in-Surface-Pattern-Design/1650160370,Advanced Techniques in Surface Pattern Design,102,8865,Intermediate level,"11 Lessons (1h 28m)","Bonnie Christine, Surface Pattern Designer + Artist","Illustration,Vectorizing,Surface Pattern,Surface Pattern Design,Textiles,Creative,Vector",4.6
https://www.skillshare.com/en/classes/Advanced-Training-with-Adobe-Premiere-Pro-CC/1678192227,Advanced Training with Adobe Premiere Pro CC,34,4598,Intermediate level,"143 Lessons (16h 31m)","Daniel Scott, Adobe Certified Trainer","Film & Video,Video Production,Visual Communication,Video Editing,Premiere,Creative,Adobe Premiere",4.85
https://www.skillshare.com/en/classes/Advanced-Video-Editing-Essential-Graphics-More-in-Adobe-Premiere-Pro/1982711212,Advanced Video Editing: Essential Graphics & More in Adobe Premiere Pro,29,3530,Intermediate level,"10 Lessons (44m)","Hallease Narvaez, Digital Storyteller, Video Producer","Film & Video,Film Editing,Documentary,Video Editing,Premiere,Creative,Adobe Premiere",4.34
https://www.skillshare.com/en/classes/Advanced-Video-Editing-with-Adobe-Premiere-Pro/1103032154,Advanced Video Editing with Adobe Premiere Pro,101,40793,Intermediate level,"34 Lessons (3h 36m)","Jordy Vandeput, Filmmaker and Youtuber","Film & Video,Editing,Premiere,Creative,Adobe Premiere,Adobe Premiere Pro,Fulfillment By Amazon",4.61
https://www.skillshare.com/en/classes/Advanced-Videography-Make-Your-Videos-Look-Better/1315032203,Advanced Videography: Make Your Videos Look Better,2,1077,Intermediate level,"27 Lessons (4h 9m)","Phil Ebiner, Video | Photo | Design","Film & Video,Video Production,Cinematography,Videography,Creative,Youtube,Video Creation",4.5
https://www.skillshare.com/en/classes/Advanced-rigging-and-Animation-In-Toon-Boom-Harmony-Premium/1463468276,Advanced rigging and Animation In Toon Boom Harmony Premium,1,310,Intermediate level,"15 Lessons (1h 58m)","Sajeev .G Nair, Learn, Teach and Repeat","Animation,Character Design,Character Animation,Rigging,Creative,Premium,2d Animation",4.41
https://www.skillshare.com/en/classes/Advanced-watercolour-Door-and-window-illustration/267287142,Advanced watercolour - Door and window illustration,30,894,Intermediate level,"15 Lessons (1h 6m)","Viddhi Saschit, Author | Artist | Coach","Illustration,Watercolors,Painting,Fine Art,Creative,Landscape,Urban",4.63
https://www.skillshare.com/en/classes/Adventure-Photography-Capturing-In-Between-Moments/127213534,Adventure Photography: Capturing In-Between Moments,47,4565,All levels,"10 Lessons (37m)","Jeff Johnson, Photographer at Patagonia, Freelance Creative","Photography,Photographic Composition,Digital Photography,Nature Photography,Climbing,Creative,Adventure Photography",4.19
https://www.skillshare.com/en/classes/Adventures-in-Gouache-Painting-and-Pattern-Making-Techniques/2092866629,Adventures in Gouache: Painting and Pattern Making Techniques,123,11486,Beginner level,"9 Lessons (45m)","Kate Cooke, Textile Designer and Illustrator","Illustration,Decorating,Pattern Making,Painting,Fine Art,Gouache,Visual Design",4.49
https://www.skillshare.com/en/classes/Aerial-Videography-Drone-Flying-Create-Stunning-Aerial-Drone-Stock-Footage/1938966819,Aerial Videography | Drone Flying - Create Stunning Aerial Drone Stock Footage,1,306,All levels,"2 Lessons ()","Vinnie Fallico, Drone Operator | Director of Photography","Film & Video,Video Production,Aerial Photography,Cinematography,Creative,Fly,Drone",4.69
https://www.skillshare.com/en/classes/Affinity-Designer-Basics-Vector-Assets-for-Surface-Pattern-Design/84191578,Affinity Designer Basics: Vector Assets for Surface Pattern Design,60,1100,All levels,"28 Lessons (3h 14m)","Weronika Salach, Art with MAGIC","Digital Illustration,Graphic Design,Surface Pattern Design,Creative,Vector Art,Surface Design,Affinity Designer",4.95
https://www.skillshare.com/en/classes/Affinity-Designer-Using-the-Pencil-Tool-Sculpt-Mode-Masks/1691165117,"Affinity Designer | Using the Pencil Tool, Sculpt Mode & Masks",38,820,Intermediate level,"8 Lessons (1h 5m)","Tracey Capone, Teacher, Artist, Creator Collage Founder","Illustration,Typography,Digital Illustration,Graphic Design,Ipad,Creative,Digital Painting",4.61
https://www.skillshare.com/en/classes/Affinity-Designer-Vector-Graphic-for-Absolute-Beginners/1658350647,Affinity Designer : Vector Graphic for Absolute Beginners,47,2507,Beginner level,"30 Lessons (3h 48m)","Jay Mayu, Illustrator & Software Developer","Digital Illustration,Graphic Design,Creative,Vector,Vector Art,Vector Graphics,Flat Design",4.13
https://www.skillshare.com/en/classes/Affinity-Designer-for-Beginners-Updated-for-Version-2/1792026143,Affinity Designer for Beginners | Updated for Version 2,34,734,Beginner level,"49 Lessons (4h 19m)","Affinity Revolution, Affinity Instructor","Graphic Design,Creative,Digital Art,Affinity,Affinity Designer",4.89
https://www.skillshare.com/en/classes/Affinity-Designer-for-ipad-Volume-3-Vector-art-Drawing-and-Brushes/380610730,Affinity Designer for ipad - Volume 3- Vector art- Drawing and Brushes,22,1337,Beginner level,"18 Lessons (1h 43m)","Jeremy Hazel, Education Through Creation","Illustration,Creative,Vector Graphics,Affinity Designer,Weekly Series,Art Drawing",4.41
https://www.skillshare.com/en/classes/Affinity-Designer-for-ipad-volume-2-Shapes-and-Seamless-Textures/1689593890,Affinity Designer for ipad volume 2- Shapes and Seamless Textures,91,1912,Beginner level,"20 Lessons (1h 55m)","Jeremy Hazel, Education Through Creation","Illustration,Creative,Vector Art,Vector Graphics,Affinity,Weekly Series",4.41
https://www.skillshare.com/en/classes/Affinity-Designer-on-the-ipad-volume-1-Basics-and-boot-camp/535146294,Affinity Designer on the ipad volume 1- Basics and boot camp,63,4443,Beginner level,"11 Lessons (1h 1m)","Jeremy Hazel, Education Through Creation","Illustration,Creative,Vector Art,Vector Graphics,Affinity,Face Vector Art,Weekly Series",4.39
https://www.skillshare.com/en/classes/After-Effects-CC-For-Beginners-How-To-Use-Adobe-After-Effects-CC-Intro-to-Intermediate/448212355,After Effects CC For Beginners: How To Use Adobe After Effects CC - Intro to Intermediate!,1,2768,Beginner level,"45 Lessons (1h 46m)","Will Bartlett, Video Creator & Entrepreneur","Animation,Motion Graphics,Adobe After Effects,Film Production,Television News Production,Creative,After Effects",4.01
https://www.skillshare.com/en/classes/After-Effects-CC-Learn-Motion-Graphics-for-Video/817730840,After Effects CC: Learn Motion Graphics for Video,6,3699,Beginner level,"83 Lessons (10h 45m)","Phil Ebiner, Video | Photo | Design","Film & Video,Animation,Motion Graphics,Character Animation,Video Production,Film Production,Video Editing",4.51
https://www.skillshare.com/en/classes/After-Effects-Master-Class-The-3D-Camera-Explained/1057305390,After Effects Master Class: The 3D Camera Explained,2,2671,Intermediate level,"25 Lessons (51m)",William Paten,"Animation,3D Animation,Adobe After Effects,Creative,After Effects,Visual Effects,Timeline Cover",3.73
https://www.skillshare.com/en/classes/After-Effects-Transitions-5-Unique-transition-from-Scratch/56680260,After Effects Transitions : 5 Unique transition from Scratch,0,840,Beginner level,"7 Lessons (32m)","Shubham Ganer, Motion Graphics Designer","Animation,Motion Graphics,Adobe After Effects,Creative,After Effects,2d Animation",4.11
https://www.skillshare.com/en/classes/After-Effects-for-Beginners-Mastering-Animation-Basics/349945982,After Effects for Beginners: Mastering Animation Basics,7,794,Beginner level,"10 Lessons (54m)","Lucas Ridley, Instructor and Animator","Animation,Motion Graphics,Adobe After Effects,Creative,After Effects",4.3
https://www.skillshare.com/en/classes/Airbnb-MASTERCLASS-Start-Your-Short-Term-Rental-Business-with-Confidence/806700323,Airbnb MASTERCLASS: Start Your Short Term Rental Business with Confidence,2,954,Beginner level,"50 Lessons (3h 34m)","Prayas Choudhary, Airbnb Entrepreneur","Entrepreneurship,Business,Real Estate,Freelance & Entrepreneurship,Renting,Airbnb,Property Investment",4.86
https://www.skillshare.com/en/classes/Aircraft-Landscapes-With-Watercolor-Learn-to-Paint-Stunning-Airplanes-and-Seaplanes/997922315,Aircraft Landscapes With Watercolor - Learn to Paint Stunning Airplanes and Seaplanes,31,623,All levels,"17 Lessons (3h 43m)","Geethu Chandramohan, Colourfulmystique - Top Teacher, Artist","Color Theory,Watercolors,Painting,Fine Art,Watercolor,Creative,Watercolor Painting",4.96
https://www.skillshare.com/en/classes/Airtable-for-Artists-Organize-Your-Business-Increase-Your-Productivity/2144496589,Airtable for Artists: Organize Your Business & Increase Your Productivity,31,4913,All levels,"11 Lessons (46m)","Shannon McNab, Surface Designer & Illustrator","Business,Freelancing,Small Business,Business Development,Project Management,Productivity,Organization",4.64
https://www.skillshare.com/en/classes/Aktien-f%C3%BCr-Einsteiger/1922927352,Aktien für Einsteiger,0,163,Beginner level,"11 Lessons (28m)",Moritz Wagner,"Business,Economics,Finance,Investing,Stock Market,Trading,Aktien",4.79
https://www.skillshare.com/en/classes/Alcohol-Ink-Fluid-Art-for-Beginners/739042725,Arte com tinta à base de álcool para iniciantes,24,3664,Beginner level,"15 Lessons (46 min)","Sarah Trafford, Designer","Belas artes,Criativo,Arte fluida",4.45
https://www.skillshare.com/en/classes/Alcohol-Ink-Winter-Night-Sky-on-Canvas-with-Snow-PLUS-a-Northern-Lights-Surprise/1138107468,Alcohol Ink Winter Night Sky on Canvas with Snow PLUS a Northern Lights Surprise!,0,148,Intermediate level,"14 Lessons (1h 20m)","Kellie Chasse, Sharing Art with 100,000 students & counting!","Art,Painting,Fine Art,Acrylic Painting,Oil Painting,Creative,Watercolor Painting",5.0
https://www.skillshare.com/en/classes/Alcohol-Markers-A-Complete-Beginners-Guide-Exploring-Ohuhu-Markers/2108734221,Alcohol Markers: A Complete Beginner's Guide. (Exploring Ohuhu Markers),49,1595,Beginner level,"14 Lessons (1h 35m)","Pooja Kenjale-Umrani, Watercolor Artist","Illustration,Painting,Fine Art,Beginner,Creative,Botanical,Alcohol Markers",4.46
https://www.skillshare.com/en/classes/All-About-Choux-Sweet-and-Savory-Puffed-Treats-from-Eclairs-to-Gougeres/1720920166,"All About Choux: Sweet and Savory Puffed Treats, from Eclairs to Gougeres",8,1669,Intermediate level,"8 Lessons (21m)","Marie Asselin, Cookbook Writer, Translator, Stylist","Culinary,Baking,Lifestyle,Gastronomy,Recipes,Rotisserie,Dessert",4.6
https://www.skillshare.com/en/classes/Alpha-Lock-Clipping-Mask-Layer-Mask-in-Procreate-and-Photoshop/1579462797,"Alpha Lock, Clipping Mask, Layer Mask: in Procreate and Photoshop",21,3261,Beginner level,"7 Lessons (59m)","Esther Nariyoshi, US-based Illustrator","Illustration,Digital Illustration,Drawing,Adobe Photoshop,Graphic Design,Ipad,Creative",4.61
https://www.skillshare.com/en/classes/Always-Drawing-How-to-Start-and-Keep-a-Daily-Sketchbook/1516835205,Always Drawing: How to Start and Keep a Daily Sketchbook,424,32502,All levels,"10 Lessons (38m)","Mike Lowery, Illustrator and Author","Art,Illustration,Drawing,Watercolor,Sketching,Creative,Sketchbook",4.38
https://www.skillshare.com/en/classes/Amazing-Fast-Vector-Illustrations-with-Adobe-Illustrator/1825752727,Amazing & Fast Vector Illustrations with Adobe Illustrator,61,2396,Beginner level,"11 Lessons (52m)","Carminys Guzmán, Motion grapher","Illustration,Digital Illustration,Adobe Illustrator,Drawing,Graphic Design,Creative,Vector Art",4.46
https://www.skillshare.com/en/classes/Amazing-Jungle-World-How-to-Create-Drawing-of-Plants-Animals-with-Pencil-Photoshop/585966878,Amazing Jungle World: How to Create Drawing of Plants & Animals with Pencil & Photoshop,18,4558,Advanced level,"9 Lessons (45m)","Karina Eibatova, Use a pencil as a magic wand","Illustration,Interior Design,Drawing,Adobe Photoshop,Fine Art,Creative,Surface Design",4.31
https://www.skillshare.com/en/classes/Amazingly-Loose-Watercolor-Paintings-Master-the-Hake-Brush-Technique/2006057112,Amazingly Loose Watercolor Paintings. Master the Hake Brush Technique,7,756,All levels,"9 Lessons (42m)","Anne Kerr, ""There's an artist in everyone""","Watercolors,Painting,Fine Art,Creative,Watercolor Painting,Brushes,Brush Techniques",4.61
https://www.skillshare.com/en/classes/Amazon-FBA-Listing-Optimization-Course-With-Helium-10/1140190576,Amazon FBA Listing Optimization Course With Helium 10,0,1069,All levels,"12 Lessons (2h 36m)","Vova Even, Amazon seller, YouTuber, dude :)","Marketing,Business,SEO,Copywriting,Search Engine Optimization,Search Engine Marketing,Amazon Fba",5.0
https://www.skillshare.com/en/classes/Amazon-SEO-Listing-Optimization-SECRETS-to-Double-Conversions-2023-Part-3/995331123,Amazon SEO & Listing Optimization SECRETS to Double Conversions 2023 (Part 3),0,2250,All levels,"28 Lessons (5h 19m)","Sumner Hobart, 7-Figure E-Commerce Entrepreneur","Business,SEO,Home Business,Search Engine Optimization,Ecommerce,Amazon,Freelance & Entrepreneurship",4.76
https://www.skillshare.com/en/classes/American-English-Pronunciation/819785776,American English Pronunciation,2,6887,All levels,"18 Lessons (2h 54m)","Cloud English, Innovative English Courses","Lifestyle,English,Pronunciation,Learn English,Languages,Fluency,Educational Technology",4.59
https://www.skillshare.com/en/classes/American-English-pronunciations-Learn-to-Speak-with-an-Authentic-Standard-American-accent/111444879,American English pronunciations-Learn to Speak with an Authentic Standard American accent,0,511,All levels,"61 Lessons (2h 40m)","Aria D., Dialect Coach & Actor","Lifestyle,English,French,Italian,Public Speaking,American Accent,Languages",4.38
https://www.skillshare.com/en/classes/American-Sign-Language-Business-Signs/476902597,American Sign Language - Business Signs,0,292,Beginner level,"32 Lessons (45m)","Intellezy Trainers, Learning Simplified","Lifestyle,Body Language,Languages,Business Body Language,Language For Business,American Sign Language,Deaf Culture",4.16
https://www.skillshare.com/en/classes/American-Sign-Language-Level-1/387427223,American Sign Language Level 1,1,22129,Beginner level,"25 Lessons (2h 27m)","Intellezy Trainers, Learning Simplified","Health & Wellness,Lifestyle,Languages,Sign Language,American Sign Language,America,Deaf",4.46
https://www.skillshare.com/en/classes/An-Absolute-Beginners-Guide-to-Logic-Pro-X-Updated-for-2023/1728315331,An Absolute Beginners Guide to Logic Pro X (Updated for 2023),0,302,Beginner level,"17 Lessons (2h 9m)","Eddie Grey, http://vimeo.com/eddiegreymusic","Music,Music Production,Recording,Creative,Software,DAW,Audio",3.83
https://www.skillshare.com/en/classes/An-Artist-at-Work-Inside-the-Studio-with-Seymour-Chwast/1021950714,An Artist at Work: Inside the Studio with Seymour Chwast,4,2867,All levels,"10 Lessons (45m)","Seymour Chwast, Designer, Illustrator","Visual Storytelling,Design Thinking,Chewa,Graphic Design,Creative,Creativity,Studio",4.61
https://www.skillshare.com/en/classes/An-Easy-In-Depth-Guide-to-Playing-the-Drum-Set-Beginning-Lesson-Pt-1-wPlay-Along-Beat-Videos/1574207357,"An Easy In-Depth Guide to Playing the Drum Set - Beginning Lesson Pt 1, w/Play Along Beat Videos",1,175,Beginner level,"72 Lessons (4h 42m)","Ben Schlatter, Rhythm Is Everywhere","Music,Performance,Creative,Playing Music,Percussion,Throw A Plate,Drum Beats",0.0
https://www.skillshare.com/en/classes/An-Insightful-Guide-to-Becoming-a-Freelancer/356305983,An Insightful Guide to Becoming a Freelancer,36,4188,Beginner level,"14 Lessons (1h 3m)","Monika Kanokova, Community & Content Strategist","Entrepreneurship,Business,Home Business,Freelance & Entrepreneurship,Side Project,Self-employed,Creative Industries",4.16
https://www.skillshare.com/en/classes/An-Intro-to-iPad-Art-Part-1-Procreate/707551460,An Intro to iPad Art: Part 1 - Procreate,14,980,Beginner level,"13 Lessons (1h 4m)","Amy Bradley, Surface Pattern Designer & Artist","Illustration,Digital Illustration,Canvas Work,Ipad,Creative,Shoe Pattern Making,Digital Painting",4.69
https://www.skillshare.com/en/classes/An-Introduction-to-Filmmaking/1321114848,An Introduction to Filmmaking,0,1560,All levels,"24 Lessons (1h 40m)","David Ritchie, Online Teacher","Film & Video,Storytelling,Video Production,Cinematography,Filmmaking,Set Design,Video Editing",4.9
https://www.skillshare.com/en/classes/An-Introduction-to-Responsive-Web-Design-One-Design-for-Every-Device/2134658168,Un introduction aux sites Web adaptatifs : un design pour chaque appareil,13,4602,Beginner level,"9 Lessons (30min)","Spencer Schimel, UX/UI Designer, Teacher, and Mentor","Conception de produit,Conception de sites web,Conception mobile,Design UX,Créatif,UI Design,Réactif",3.29
https://www.skillshare.com/en/classes/An-introduction-to-Sound-Design-and-Mixing-films-in-Pro-Tools/1829110559,An introduction to Sound Design and Mixing films in Pro Tools,0,1551,Intermediate level,"7 Lessons (56m)",John Kassab,"Film & Video,Audio Post Engineering,Film Editing,Film Production,Filmmaking,Sound Design,Creative",4.11
https://www.skillshare.com/en/classes/An-introduction-to-game-development-in-python/1357031970,An introduction to game development in python,1,452,Beginner level,"55 Lessons (8h 55m)",Christian Koch,"Animation,Python,Game Development,Creative,3D,UI/UX Design,Godot",4.89
https://www.skillshare.com/en/classes/Analog-Photography-How-to-Develop-Black-White-Film/1039641772,Analog Photography: How to Develop Black & White Film,8,2213,Intermediate level,"7 Lessons (43m)","Andre D. Wagner, Photographer","Photography,Street Photography,Creative,Black & White,Black And White,Analog Photography,35mm Film",4.41
https://www.skillshare.com/en/classes/Analytics-Authenticity-on-Instagram-Crafting-Your-Digital-Presence/1356039187,Analytics & Authenticity on Instagram: Crafting Your Digital Presence,77,36726,Beginner level,"9 Lessons (49m)","Sophia Chang™, Designer, Illustrator, Friend","Branding,Marketing,Business,Digital Photography,Social Media,Creative,Personal Branding",3.5
https://www.skillshare.com/en/classes/Anatomy-of-a-Gnome-Simple-Techniques-to-Draw-Gnomes-That-Are-Unique-to-You/241896384,Anatomy of a Gnome: Simple Techniques to Draw Gnomes That Are Unique to You,122,1491,Intermediate level,"11 Lessons (1h 12m)","Jennifer Nichols, Leila & Po Studio","Illustration,Creative,Children's Books,Whimsical,Procreate,Procreate Brushes,Procreate Illustration",4.86
https://www.skillshare.com/en/classes/Animaci%C3%B3n-de-personaje-en-After-Effects-desde-el-concepto-al-render-final/702160530,"Animación de personaje en After Effects, desde el concepto al render final",0,114,Beginner level,"35 Lessons (5h 6m)","Edgar Paniagua, Graphic designer and animator","Illustration,Adobe Illustrator,Animation,Character Design,Character Animation,Adobe After Effects,Creative",0.0
https://www.skillshare.com/en/classes/Animal-Character-Design-Creating-Animal-Characters-for-Storytelling/763918361,Animal Character Design: Creating Animal Characters for Storytelling,17,1343,Intermediate level,"8 Lessons (23m)","Sammie Clark, Illustrator","Illustration,Visual Storytelling,Character Design,Sketching,Creative,Watercolor Painting,Animal Character Design",4.49
https://www.skillshare.com/en/classes/Animate-Your-Illustrations-in-Record-Time-Using-Adobe-After-Effects/1687095997,Animez vos illustrations en un temps record avec Adobe After Effects,42,4948,Beginner level,"16 Lessons (55min)","Carminys Guzmán, Motion grapher","Illustration,Illustration numérique,Adobe Illustrator,Animation,Graphiques animés,Animation de personnages,Adobe After Effects",4.61
https://www.skillshare.com/en/classes/Animate-Your-Illustrations-with-After-Effects/77806895,Animate Your Illustrations with After Effects,236,16621,Intermediate level,"12 Lessons (50m)","Manon Louart, Motion Designer and Illustrator","Illustration,Digital Illustration,Animation,Motion Graphics,Adobe After Effects,Creative,Gifs",4.6
https://www.skillshare.com/en/classes/Animate-Your-Words-Create-An-Animated-Typeface/1698934891,Animate Your Words: Create An Animated Typeface,24,2979,Intermediate level,"13 Lessons (2h 2m)","Mike Martin, Motion Addict.","Design,Typography,Animation,Motion Graphics,Adobe After Effects,Creative,Typeface",4.46
https://www.skillshare.com/en/classes/Animate-a-Logo-in-Adobe-After-Effects-CC-with-Motion-Graphics/1090627352,Animate a Logo in Adobe After Effects CC with Motion Graphics,5,2411,Intermediate level,"9 Lessons (1h 30m)","Lucas Ridley, Instructor and Animator","Branding,Identity Design,Logo Design,Animation,Motion Graphics,Adobe After Effects,Graphic Design",4.44
https://www.skillshare.com/en/classes/Animate-a-Professional-Looking-Walk-in-Maya-Includes-polishing/526808518,Animate a Professional Looking Walk in Maya. Includes polishing!,0,452,All levels,"22 Lessons (2h 57m)","Amedeo Beretta, Animation Director/ Tutor","Animation,3D Animation,Polish,Maya,Creative,Maya Foundation,Walk Animation",4.64
https://www.skillshare.com/en/classes/Animate-a-Walk-Cycle-Frame-By-Frame-in-Adobe-Animate/434931467,Animate a Walk Cycle Frame-By-Frame in Adobe Animate,22,3167,Intermediate level,"15 Lessons (1h 21m)","Joey Judkins, 2D and 3D Animator","Animation,Boiling,Broiling,Creative,Walk Cycle,2d Animation,Adobe Animate",4.49
https://www.skillshare.com/en/classes/Animate-a-Walk-Cycle-in-Adobe-Animate/284143481,Animate a Walk Cycle in Adobe Animate,0,300,Beginner level,"11 Lessons (1h 18m)","Chad Troftgruben, Freelance Animator and Screencaster","Animation,Character Animation,Creative,Cartoon,2d Animation,Adobe Animate (Flash)",4.59
https://www.skillshare.com/en/classes/Animate-an-Explainer-Video-in-Adobe-After-Effects-CC-with-Motion-Graphics/138174233,Animate an Explainer Video in Adobe After Effects CC with Motion Graphics,9,6731,Intermediate level,"17 Lessons (2h 22m)","Lucas Ridley, Instructor and Animator","Visual Storytelling,Animation,Presentation Design,Adobe After Effects,Visual Communication,Creative,Explainer Video",4.17
https://www.skillshare.com/en/classes/Animate-for-FREE-on-iPad-FlipaClip-Beginner-Course/389544258,Animate for FREE on iPad: FlipaClip Beginner Course,17,3502,Beginner level,"16 Lessons (37m)","Ally Animations, 2D Animation Instructor","Animation,Drawing,Character Animation,Visual Arts,Beginner,Ipad,Creative",4.34
https://www.skillshare.com/en/classes/Animate-with-Depth-Cameras-Lights-and-3D-Layers-in-After-Effects/1835860820,"Animate with Depth: Cameras, Lights and 3D Layers in After Effects",6,3354,Intermediate level,"22 Lessons (3h 10m)","Rich Armstrong, Artist & Designer","Animation,Motion Graphics,3D Animation,Adobe After Effects,Graphic Design,Creative,Flat Art",4.54
https://www.skillshare.com/en/classes/Animate-with-Procreate-Design-and-Animate-Your-TikTok-Persona/1793686045,Animate with Procreate: Design and Animate Your TikTok Persona,14,2726,Intermediate level,"9 Lessons (47m)","Karen Jordan, Lets doodle","Illustration,Animation,Video Editing,Creative,Video,Onion,Procreate",4.35
https://www.skillshare.com/en/classes/Animated-Illustrations/511320622,Animated Illustrations,169,10549,Intermediate level,"10 Lessons (45m)","Jamie Bartlett, Graphic designer and left-handed letterer","Illustration,Animation,Adobe Photoshop,Creative,Instagram,Gifs,Animate",4.63
https://www.skillshare.com/en/classes/Animated-Lettering-in-Adobe-After-Effects/556892532,Animated Lettering in Adobe After Effects,36,3271,Beginner level,"21 Lessons (1h 41m)","Megan Friesth, Motion Designer","Lettering,Adobe Illustrator,Animation,Motion Graphics,Hand Lettering,Adobe After Effects,Creative",4.55
https://www.skillshare.com/en/classes/Animated-Typography-in-After-Effects-Layering-Simple-Effects-for-a-Complex-Look/1960968576,Animated Typography in After Effects: Layering Simple Effects for a Complex Look,32,3074,Intermediate level,"20 Lessons (1h 38m)","Megan Friesth, Motion Designer","Typography,Lettering,Adobe Illustrator,Animation,Hand Lettering,Adobe After Effects,Creative",4.62
https://www.skillshare.com/en/classes/Animating-Fireworks/1133453121,Animating Fireworks!,15,283,Intermediate level,"7 Lessons (1h 21m)","Jennifer Nichols, Leila & Po Studio","Art,Illustration,Digital Illustration,Animation,Fretwork,Creative,Procreate",4.91
https://www.skillshare.com/en/classes/Animating-Illustrations-Using-the-Puppet-Tool/441458075,Animating Illustrations Using the Puppet Tool,46,3054,Beginner level,"10 Lessons (59m)","Kay Leathers, Illustrator/Designer for Motion Graphics","Illustration,Digital Illustration,Character Design,Character Animation,Adobe After Effects,Creative,Puppet",4.55
https://www.skillshare.com/en/classes/Animating-Morphing-Icons-in-Adobe-After-Effects/771362251,Animating Morphing Icons in Adobe After Effects,16,2736,Intermediate level,"24 Lessons (2h 11m)","Megan Friesth, Motion Designer","Adobe Illustrator,Animation,Motion Graphics,Icon Design,Adobe After Effects,Creative,Gifs",4.52
https://www.skillshare.com/en/classes/Animating-With-Character-Rigging/1435213963,Animating With Character - Rigging,106,7298,Intermediate level,"22 Lessons (1h 28m)","Jake Bartlett, Motion Designer","Animation,Motion Graphics,Adobe After Effects,Graphic Design,Creative,Moving On,Cement",4.61
https://www.skillshare.com/en/classes/Animating-With-Character-Walk-Cycles/1523416372,Animating With Character - Walk Cycles,37,3414,Intermediate level,"20 Lessons (1h 44m)","Jake Bartlett, Motion Designer","Animation,Motion Graphics,Adobe After Effects,Creative,Walk Cycle,Create Forum,Cycles",4.61
https://www.skillshare.com/en/classes/Animating-With-Ease-in-Adobe-After-Effects-V1/2128437497,Animating With Ease in Adobe After Effects (V1),253,14385,Beginner level,"15 Lessons (1h 20m)","Jake Bartlett, Motion Designer","Animation,Motion Graphics,Adobe After Effects,Graphic Design,Creative,Motion Design,Effects",4.5
https://www.skillshare.com/en/classes/Animating-With-Ease-in-Adobe-After-Effects/1372682458,Animating With Ease in Adobe After Effects,462,31408,Intermediate level,"18 Lessons (2h 48m)","Jake Bartlett, Motion Designer","Animation,Motion Graphics,Adobe After Effects,Adobe,Creative,Motion Design,Effects",4.64
https://www.skillshare.com/en/classes/Animating-With-Light/1694923864,Animación con luz,113,6500,Intermediate level,"17 Lessons (1h 29min)","Jake Bartlett, Motion Designer","Tipografía,Animación,Motion graphics,Adobe After Effects,Creativo,Escritura a mano personalizada,Efecto brillo",4.72
https://www.skillshare.com/en/classes/Animating-in-Blender-3D-Your-First-Character-Rig/1262366933,Animating in Blender 3D: Your First Character Rig,3,1416,Beginner level,"15 Lessons (1h 5m)","SouthernShotty3D, Motion: Design, Direction, & Animation","Animation,3D Animation,3D Design,Creative,3D,Blender 3d,Motion Graphic Design",4.38
https://www.skillshare.com/en/classes/Animating-in-Photoshop-The-Basics/1204384505,Animating in Photoshop : The Basics,2,459,Beginner level,"3 Lessons (33m)","Jatin Grover, Gamer, Animator & Video Editor","Animation,Drawing,Adobe Photoshop,Creative,2d Animation,Survival Kit,Photoshop To HTML",4.79
https://www.skillshare.com/en/classes/Animating-in-Procreate-Simple-Steps-to-Create-Awesome-Animations/1031178102,Animating in Procreate: Simple Steps to Create Awesome Animations,41,10132,Intermediate level,"16 Lessons (1h 10m)","Danni Fisher-Shin, Animator & Illustrator","Digital Illustration,Animation,Character Animation,Creative,Gifs,Procreate,Skillshare Original",4.14
https://www.skillshare.com/en/classes/Animating-with-Purpose-Movement-and-Expression/918173648,Animating with Purpose: Movement and Expression,10,4993,Intermediate level,"12 Lessons (1h 15m)","Claudio Salas, Animator & Designer","Adobe Illustrator,Animation,Character Animation,Adobe After Effects,Creative,Movement,After Effects",4.27
https://www.skillshare.com/en/classes/Animating-with-the-JavaScript-Web-Animations-API/298565946,Animating with the JavaScript Web Animations API,0,326,Intermediate level,"23 Lessons (1h 59m)","Ben Frain, Author, Developer, Teacher","Technology,Web Development,HTML,CSS,Interaction Design,Animation,Javascript",4.11
